Date,Attendance,Admissions,Tri_1,Tri_2,Tri_3,Tri_4,Tri_5
22-DEC-2013,156,14.0,,17,49,77,13.0
23-DEC-2013,155,16.0,,16,34,96,9.0
24-DEC-2013,126,6.0,,15,33,70,8.0
25-DEC-2013,147,7.0,,14,37,85,11.0
26-DEC-2013,157,11.0,,16,35,94,12.0
27-DEC-2013,157,10.0,,19,50,82,6.0
28-DEC-2013,143,14.0,,14,46,79,4.0
29-DEC-2013,141,10.0,,21,44,65,9.0
30-DEC-2013,162,14.0,,16,59,75,11.0
31-DEC-2013,131,8.0,,21,40,62,7.0
01-JAN-2014,169,17.0,,22,50,90,7.0
02-JAN-2014,158,19.0,,14,54,82,6.0
03-JAN-2014,135,13.0,,14,39,71,10.0
04-JAN-2014,156,12.0,,22,54,77,3.0
05-JAN-2014,146,13.0,,13,46,81,6.0
06-JAN-2014,161,20.0,,18,49,90,4.0
07-JAN-2014,151,21.0,,13,54,76,8.0
08-JAN-2014,138,7.0,,13,34,84,7.0
09-JAN-2014,113,6.0,,13,46,45,9.0
10-JAN-2014,136,13.0,,12,49,63,10.0
11-JAN-2014,154,20.0,,20,54,75,4.0
12-JAN-2014,144,21.0,,13,52,74,5.0
13-JAN-2014,171,18.0,,19,63,87,
14-JAN-2014,137,11.0,,22,36,77,
15-JAN-2014,161,6.0,,26,56,77,
16-JAN-2014,128,9.0,,18,37,65,8.0
17-JAN-2014,138,8.0,,16,39,67,16.0
18-JAN-2014,140,14.0,,16,53,67,
19-JAN-2014,148,17.0,,18,42,76,11.0
20-JAN-2014,174,23.0,,23,55,86,10.0
21-JAN-2014,153,22.0,,19,67,64,3.0
22-JAN-2014,136,18.0,,17,42,68,8.0
23-JAN-2014,134,12.0,,13,49,60,10.0
24-JAN-2014,138,10.0,,15,54,62,6.0
25-JAN-2014,134,5.0,,12,48,71,3.0
26-JAN-2014,149,19.0,,18,48,70,11.0
27-JAN-2014,169,11.0,,17,58,92,
28-JAN-2014,163,9.0,,8,58,85,10.0
29-JAN-2014,150,14.0,,12,52,77,9.0
30-JAN-2014,147,16.0,,17,45,81,3.0
31-JAN-2014,159,15.0,,29,49,74,6.0
01-FEB-2014,149,11.0,,12,51,76,10.0
02-FEB-2014,148,17.0,,18,39,73,16.0
03-FEB-2014,163,19.0,,20,57,83,3.0
04-FEB-2014,133,24.0,,17,44,64,7.0
05-FEB-2014,146,16.0,,21,47,71,7.0
06-FEB-2014,135,15.0,,11,46,73,5.0
07-FEB-2014,157,23.0,,16,53,78,9.0
08-FEB-2014,160,16.0,,16,56,85,3.0
09-FEB-2014,149,19.0,,20,59,67,3.0
10-FEB-2014,167,17.0,,19,48,72,27.0
11-FEB-2014,173,18.0,,22,53,91,6.0
12-FEB-2014,158,17.0,,20,47,82,7.0
13-FEB-2014,145,14.0,,21,50,69,4.0
14-FEB-2014,131,8.0,,20,26,80,5.0
15-FEB-2014,134,10.0,,15,36,77,6.0
16-FEB-2014,133,11.0,,9,37,82,5.0
17-FEB-2014,171,20.0,,16,51,98,6.0
18-FEB-2014,146,18.0,,13,43,76,13.0
19-FEB-2014,133,16.0,,14,49,67,
20-FEB-2014,150,17.0,,19,46,80,5.0
21-FEB-2014,156,20.0,,22,48,73,12.0
22-FEB-2014,138,18.0,,24,54,59,
23-FEB-2014,147,14.0,,18,46,78,4.0
24-FEB-2014,162,24.0,,20,51,84,6.0
25-FEB-2014,161,15.0,,16,49,91,5.0
26-FEB-2014,156,22.0,,15,37,87,17.0
27-FEB-2014,136,26.0,,17,53,63,
28-FEB-2014,137,15.0,,15,61,58,3.0
01-MAR-2014,139,11.0,,18,43,73,5.0
02-MAR-2014,168,21.0,,16,54,88,10.0
03-MAR-2014,152,19.0,,15,46,79,11.0
04-MAR-2014,170,19.0,,21,73,67,9.0
05-MAR-2014,134,8.0,,12,41,72,9.0
06-MAR-2014,151,8.0,,20,52,74,4.0
07-MAR-2014,134,19.0,,13,36,71,14.0
08-MAR-2014,148,13.0,,17,46,80,4.0
09-MAR-2014,162,17.0,,16,65,78,3.0
10-MAR-2014,152,10.0,,16,42,82,11.0
11-MAR-2014,149,16.0,3.0,17,71,55,3.0
12-MAR-2014,164,15.0,,19,52,76,17.0
13-MAR-2014,153,25.0,,22,48,77,6.0
14-MAR-2014,135,20.0,,18,35,74,6.0
15-MAR-2014,124,15.0,,16,47,57,4.0
16-MAR-2014,144,12.0,,10,37,89,8.0
17-MAR-2014,148,31.0,,15,60,69,4.0
18-MAR-2014,126,10.0,,15,38,58,15.0
19-MAR-2014,146,20.0,,8,48,77,13.0
20-MAR-2014,138,10.0,,18,47,72,
21-MAR-2014,136,9.0,,13,49,71,3.0
22-MAR-2014,142,18.0,,11,50,69,11.0
23-MAR-2014,166,14.0,,20,66,73,7.0
24-MAR-2014,148,11.0,,11,35,93,9.0
25-MAR-2014,152,16.0,,22,47,72,11.0
26-MAR-2014,137,12.0,,12,33,84,7.0
27-MAR-2014,133,14.0,,11,43,76,3.0
28-MAR-2014,125,18.0,,9,33,78,5.0
29-MAR-2014,113,13.0,,19,32,56,6.0
30-MAR-2014,141,20.0,,14,54,68,5.0
31-MAR-2014,144,23.0,,19,40,73,12.0
01-APR-2014,142,14.0,,20,51,62,9.0
02-APR-2014,146,9.0,,11,47,78,9.0
03-APR-2014,135,18.0,3.0,12,59,59,
04-APR-2014,122,20.0,,19,48,48,7.0
05-APR-2014,124,21.0,,15,44,57,7.0
06-APR-2014,153,18.0,,10,56,79,8.0
07-APR-2014,159,18.0,,17,56,80,5.0
08-APR-2014,167,20.0,,30,59,70,6.0
09-APR-2014,142,12.0,,11,41,81,8.0
10-APR-2014,159,25.0,4.0,18,67,70,
11-APR-2014,139,18.0,,13,35,80,11.0
12-APR-2014,117,14.0,,8,38,63,7.0
13-APR-2014,145,12.0,,14,43,65,23.0
14-APR-2014,161,23.0,,14,47,95,5.0
15-APR-2014,156,19.0,,17,48,72,17.0
16-APR-2014,133,9.0,,17,50,62,3.0
17-APR-2014,134,9.0,,11,43,70,8.0
18-APR-2014,155,23.0,,15,57,74,8.0
19-APR-2014,130,20.0,,16,42,61,11.0
