Date,Attendance,Admissions,Tri_1,Tri_2,Tri_3,Tri_4,Tri_5
15-MAR-2014,232,99,6.0,31,80,20,11.0
16-MAR-2014,230,84,5.0,40,71,21,5.0
17-MAR-2014,228,81,3.0,37,75,21,20.0
18-MAR-2014,236,95,,43,74,27,16.0
19-MAR-2014,214,95,4.0,34,82,17,16.0
20-MAR-2014,234,97,4.0,47,100,30,13.0
21-MAR-2014,216,92,9.0,37,68,15,15.0
22-MAR-2014,270,102,4.0,49,98,14,10.0
23-MAR-2014,240,90,3.0,35,92,13,16.0
24-MAR-2014,243,99,6.0,38,82,21,23.0
25-MAR-2014,229,100,7.0,37,76,22,18.0
26-MAR-2014,216,80,5.0,43,75,18,17.0
27-MAR-2014,238,94,8.0,39,102,21,19.0
28-MAR-2014,249,95,,48,95,20,19.0
29-MAR-2014,231,85,6.0,35,75,20,8.0
30-MAR-2014,224,107,6.0,30,79,17,5.0
31-MAR-2014,234,106,4.0,34,79,19,24.0
01-APR-2014,209,84,5.0,33,62,12,21.0
02-APR-2014,210,102,4.0,34,72,16,17.0
03-APR-2014,217,103,,31,99,22,18.0
04-APR-2014,233,103,3.0,39,68,22,21.0
05-APR-2014,226,90,4.0,34,83,19,8.0
06-APR-2014,243,94,4.0,50,81,15,11.0
07-APR-2014,252,86,5.0,48,80,22,30.0
08-APR-2014,225,102,,41,67,23,7.0
09-APR-2014,249,105,5.0,38,87,20,14.0
10-APR-2014,214,98,,31,91,23,14.0
11-APR-2014,249,100,5.0,40,103,24,21.0
12-APR-2014,243,82,5.0,37,78,19,11.0
13-APR-2014,229,91,4.0,35,86,17,3.0
14-APR-2014,237,96,3.0,46,95,18,26.0
15-APR-2014,245,107,5.0,46,91,24,19.0
16-APR-2014,208,103,6.0,30,92,16,17.0
17-APR-2014,248,122,7.0,30,112,23,34.0
18-APR-2014,245,108,4.0,35,81,18,12.0
19-APR-2014,194,75,4.0,29,61,15,10.0
20-APR-2014,201,85,4.0,28,48,25,6.0
21-APR-2014,239,95,6.0,25,87,14,10.0
22-APR-2014,254,124,4.0,40,99,23,23.0
23-APR-2014,222,122,10.0,30,87,29,18.0
24-APR-2014,213,87,,29,77,30,29.0
25-APR-2014,239,92,3.0,35,93,16,11.0
26-APR-2014,241,84,3.0,40,92,19,8.0
27-APR-2014,223,90,,38,81,14,10.0
28-APR-2014,240,92,,32,83,22,16.0
29-APR-2014,225,109,5.0,38,94,15,19.0
30-APR-2014,207,98,7.0,26,73,16,18.0
01-MAY-2014,211,101,5.0,33,113,16,27.0
02-MAY-2014,183,82,,27,66,10,32.0
03-MAY-2014,209,86,6.0,31,70,18,19.0
04-MAY-2014,226,90,6.0,33,73,25,6.0
05-MAY-2014,221,93,,45,75,15,22.0
06-MAY-2014,224,102,6.0,30,74,13,16.0
07-MAY-2014,205,91,6.0,38,92,26,19.0
08-MAY-2014,215,85,,32,80,19,22.0
09-MAY-2014,221,102,8.0,35,85,10,27.0
10-MAY-2014,230,99,,42,71,21,13.0
11-MAY-2014,207,101,,28,69,16,5.0
12-MAY-2014,248,115,4.0,58,73,18,19.0
13-MAY-2014,213,112,8.0,23,71,13,18.0
14-MAY-2014,206,98,3.0,40,84,19,21.0
15-MAY-2014,228,108,4.0,41,84,23,17.0
16-MAY-2014,199,97,5.0,24,85,26,24.0
17-MAY-2014,234,95,8.0,37,83,19,5.0
18-MAY-2014,245,107,8.0,40,87,22,
19-MAY-2014,231,114,7.0,41,93,23,19.0
20-MAY-2014,191,97,,31,92,32,14.0
21-MAY-2014,216,104,5.0,34,92,20,16.0
22-MAY-2014,216,99,,33,75,16,17.0
23-MAY-2014,203,99,6.0,27,84,13,27.0
24-MAY-2014,216,77,5.0,28,87,16,6.0
25-MAY-2014,254,104,5.0,33,100,20,4.0
26-MAY-2014,232,107,8.0,38,90,30,14.0
27-MAY-2014,233,120,3.0,45,107,22,21.0
28-MAY-2014,211,113,,40,82,12,16.0
29-MAY-2014,218,101,3.0,29,108,7,25.0
30-MAY-2014,219,102,4.0,32,75,16,18.0
31-MAY-2014,232,90,5.0,32,95,13,6.0
01-JUN-2014,210,89,9.0,37,58,26,
02-JUN-2014,252,111,3.0,39,78,17,5.0
03-JUN-2014,244,125,5.0,39,85,17,16.0
04-JUN-2014,242,114,,59,87,11,14.0
05-JUN-2014,224,106,3.0,32,88,21,23.0
06-JUN-2014,195,92,3.0,20,85,16,20.0
07-JUN-2014,234,94,4.0,28,81,12,4.0
08-JUN-2014,214,92,8.0,34,71,16,5.0
09-JUN-2014,235,103,10.0,42,85,19,19.0
10-JUN-2014,226,101,5.0,30,104,15,16.0
11-JUN-2014,213,108,8.0,41,86,16,14.0
12-JUN-2014,215,98,7.0,26,84,18,16.0
13-JUN-2014,220,105,3.0,47,78,22,16.0
14-JUN-2014,210,99,10.0,30,66,15,5.0
15-JUN-2014,229,87,3.0,30,64,16,7.0
16-JUN-2014,247,123,4.0,47,94,25,7.0
17-JUN-2014,199,86,3.0,31,85,17,18.0
18-JUN-2014,195,101,,32,79,20,13.0
19-JUN-2014,222,100,5.0,41,85,21,25.0
20-JUN-2014,213,102,,40,73,24,22.0
21-JUN-2014,213,90,,32,74,11,6.0
22-JUN-2014,231,109,5.0,30,95,12,3.0
23-JUN-2014,236,116,,41,81,17,14.0
24-JUN-2014,216,103,4.0,43,77,20,26.0
25-JUN-2014,212,96,6.0,38,78,21,15.0
26-JUN-2014,222,112,4.0,46,88,17,18.0
27-JUN-2014,224,112,,40,78,25,23.0
28-JUN-2014,239,95,5.0,32,93,25,11.0
29-JUN-2014,218,87,15.0,19,67,18,4.0
30-JUN-2014,234,113,8.0,27,92,23,22.0
