Date,Attendance,Admissions,Tri_1,Tri_2,Tri_3,Tri_4,Tri_5
28-DEC-2013,168,65,,24,60,68,15
29-DEC-2013,174,60,4.0,24,61,54,31
30-DEC-2013,183,73,3.0,24,65,66,25
31-DEC-2013,146,55,,20,38,67,21
01-JAN-2014,185,60,,25,58,85,16
02-JAN-2014,153,56,,25,56,59,13
03-JAN-2014,175,58,3.0,27,72,54,19
04-JAN-2014,167,64,3.0,24,56,69,15
05-JAN-2014,186,80,,40,65,69,11
06-JAN-2014,186,82,4.0,37,71,61,13
07-JAN-2014,148,66,,29,50,44,24
08-JAN-2014,137,59,,26,44,49,17
09-JAN-2014,144,50,,26,48,50,18
10-JAN-2014,184,76,,24,72,76,10
11-JAN-2014,176,61,3.0,24,69,65,15
12-JAN-2014,160,65,,29,61,58,12
13-JAN-2014,166,70,,20,65,60,20
14-JAN-2014,145,71,,33,50,44,16
15-JAN-2014,147,67,,26,51,53,15
16-JAN-2014,151,69,,23,66,54,7
17-JAN-2014,172,68,,37,71,47,16
18-JAN-2014,176,69,,36,51,71,16
19-JAN-2014,169,55,3.0,30,42,62,32
20-JAN-2014,167,67,,30,60,44,33
21-JAN-2014,164,70,,41,52,58,12
22-JAN-2014,153,74,,29,64,47,13
23-JAN-2014,159,70,,29,66,49,13
24-JAN-2014,176,75,,22,70,54,30
25-JAN-2014,193,70,,24,64,86,17
26-JAN-2014,171,63,,45,58,62,5
27-JAN-2014,194,68,3.0,33,63,66,29
28-JAN-2014,169,60,,30,55,59,24
29-JAN-2014,163,73,3.0,24,72,46,18
30-JAN-2014,175,70,,32,62,66,14
31-JAN-2014,147,63,,38,40,53,15
01-FEB-2014,165,49,,18,56,58,31
02-FEB-2014,171,64,,29,57,63,21
03-FEB-2014,140,62,,34,51,44,10
04-FEB-2014,152,69,,31,43,68,9
05-FEB-2014,184,73,4.0,42,66,62,10
06-FEB-2014,168,80,,35,65,57,10
07-FEB-2014,157,71,,29,60,48,19
08-FEB-2014,158,70,4.0,36,55,47,16
09-FEB-2014,163,63,,21,51,72,17
10-FEB-2014,151,58,,23,59,48,20
11-FEB-2014,172,75,,25,55,66,25
12-FEB-2014,150,57,,30,48,53,17
13-FEB-2014,159,83,,38,64,51,6
14-FEB-2014,164,65,3.0,33,57,57,14
15-FEB-2014,154,62,,35,66,39,14
16-FEB-2014,166,59,,31,52,70,12
17-FEB-2014,171,76,,35,59,53,22
18-FEB-2014,166,63,,31,56,59,19
19-FEB-2014,149,65,3.0,31,51,51,13
20-FEB-2014,144,55,,28,48,53,15
21-FEB-2014,162,82,,33,74,43,12
22-FEB-2014,170,71,,26,61,59,22
23-FEB-2014,196,75,,33,78,67,17
24-FEB-2014,165,72,5.0,27,53,58,22
25-FEB-2014,180,69,,37,61,61,19
26-FEB-2014,166,75,,31,65,65,5
27-FEB-2014,176,84,,33,80,51,11
28-FEB-2014,172,69,,29,74,55,12
01-MAR-2014,168,68,3.0,29,65,56,15
02-MAR-2014,166,55,,20,69,56,20
03-MAR-2014,174,70,,24,65,64,20
04-MAR-2014,178,75,,24,60,59,33
05-MAR-2014,167,87,,31,51,63,20
06-MAR-2014,179,89,,36,72,48,23
07-MAR-2014,182,63,,26,65,65,24
08-MAR-2014,160,68,,20,69,60,11
09-MAR-2014,160,65,,24,56,58,20
10-MAR-2014,172,67,,38,51,49,34
11-MAR-2014,154,70,,23,62,52,17
12-MAR-2014,149,63,,28,57,51,12
13-MAR-2014,176,76,,37,55,66,16
14-MAR-2014,148,55,4.0,26,48,60,10
15-MAR-2014,146,57,,26,50,50,20
16-MAR-2014,155,64,4.0,22,66,47,16
17-MAR-2014,172,79,,34,60,62,16
18-MAR-2014,165,75,3.0,31,74,50,7
19-MAR-2014,160,69,,28,50,65,16
20-MAR-2014,145,71,,22,44,58,19
21-MAR-2014,173,75,,35,60,63,13
22-MAR-2014,184,78,,34,58,73,17
23-MAR-2014,156,62,,23,53,64,15
24-MAR-2014,185,75,,37,46,75,26
25-MAR-2014,163,78,,29,49,72,11
26-MAR-2014,148,68,,35,43,57,12
27-MAR-2014,154,65,,27,60,52,14
28-MAR-2014,177,72,,21,60,65,30
29-MAR-2014,153,62,3.0,23,48,62,17
30-MAR-2014,181,74,,16,64,77,22
31-MAR-2014,162,73,4.0,28,49,62,19
01-APR-2014,138,66,,27,55,47,8
02-APR-2014,148,61,,31,56,49,10
03-APR-2014,145,64,3.0,25,55,46,16
04-APR-2014,162,73,,35,42,74,9
05-APR-2014,167,76,,33,66,54,13
06-APR-2014,155,64,,27,56,54,17
07-APR-2014,165,73,,24,60,57,23
08-APR-2014,169,71,,30,61,61,16
09-APR-2014,145,68,,21,58,52,14
10-APR-2014,175,84,,31,66,59,18
11-APR-2014,159,52,5.0,23,62,56,13
12-APR-2014,167,60,,24,66,56,20
13-APR-2014,180,69,,37,66,53,24
14-APR-2014,149,58,,34,51,52,12
15-APR-2014,169,74,3.0,24,68,60,14
16-APR-2014,163,63,,28,68,55,11
17-APR-2014,168,78,,37,62,61,8
18-APR-2014,177,56,,35,71,57,13
19-APR-2014,161,56,,19,48,61,31
20-APR-2014,172,72,,20,60,68,23
21-APR-2014,170,71,,30,56,57,25
22-APR-2014,164,66,,25,64,60,13
23-APR-2014,148,56,4.0,17,64,49,14
24-APR-2014,161,76,,25,57,60,18
25-APR-2014,147,54,,18,53,58,18
26-APR-2014,186,61,,24,72,70,19
27-APR-2014,187,63,,28,52,79,27
28-APR-2014,158,71,,24,50,63,19
29-APR-2014,178,76,,35,74,61,6
30-APR-2014,165,65,,23,70,63,9
