Date,Attendance,Admissions,Tri_1,Tri_2,Tri_3,Tri_4,Tri_5
05-JUN-2014,271,67,,37,91,137,6                                                                                                                                                                                                                                                                                              
06-JUN-2014,251,65,,32,102,111,5                                                                                                                                                                                                                                                                                                    
07-JUN-2014,261,61,,30,90,137,4                                                                                                                                                                                                                                                                                                        
08-JUN-2014,297,81,,31,88,171,5                                                                                                                                                                                                                                                                                                 
09-JUN-2014,288,85,4.0,50,100,127,7                                                                                                                                                                                                                                                                                                  
10-JUN-2014,261,72,,37,72,148,4                                                                                                                                                                                                                                                                                              
11-JUN-2014,262,84,,21,83,151,7                                                                                                                                                                                                                                                                                            
12-JUN-2014,228,66,,25,79,117,5                                                                                                                                                                                                                                                                                           
13-JUN-2014,235,60,3.0,25,81,117,9                                                                                                                                                                                                                                                                                              
14-JUN-2014,240,72,,25,71,138,5                                                                                                                                                                                                                                                                                              
15-JUN-2014,298,80,,28,103,164,N/A                                                                                                                                                                                                                                                                                              
16-JUN-2014,253,84,,35,98,114,4                                                                                                                                                                                                                                                                                                
17-JUN-2014,222,78,,25,99,94,4                                                                                                                                                                                                                                                                                                   
18-JUN-2014,250,68,,27,109,112,N/A                                                                                                                                                                                                                                                                                        
19-JUN-2014,262,75,,29,97,133,3                                                                                                                                                                                                                                                                                           
20-JUN-2014,241,73,,32,92,113,N/A                                                                                                                                                                                                                                                                                          
21-JUN-2014,264,91,,40,100,119,4                                                                                                                                                                                                                                                                                                
22-JUN-2014,290,71,,30,113,143,N/A                                                                                                                                                                                                                                                                                          
23-JUN-2014,273,96,,39,84,149,N/A                                                                                                                                                                                                                                                                                               
24-JUN-2014,258,84,3.0,29,82,140,4                                                                                                                                                                                                                                                                                                 
25-JUN-2014,244,76,3.0,32,104,98,7                                                                                                                                                                                                                                                                                                       
26-JUN-2014,241,88,3.0,42,85,110,N/A                                                                                                                                                                                                                                                                                                  
27-JUN-2014,245,64,,28,101,114,N/A                                                                                                                                                                                                                                                                                              
28-JUN-2014,252,65,,20,89,134,9                                                                                                                                                                                                                                                                                                
29-JUN-2014,298,76,,31,112,153,N/A                                                                                                                                                                                                                                                                                              
30-JUN-2014,279,90,,40,92,139,7                                                                                                                                                                                                                                                                                             
