Date,Attendance,Admissions,Tri_1,Tri_2,Tri_3,Tri_4,Tri_5
18-JUN-2014,37,3.0,,,4.0,20,13.0
19-JUN-2014,51,10.0,,,5.0,21,25.0
20-JUN-2014,54,4.0,,,7.0,24,22.0
21-JUN-2014,25,6.0,,,8.0,11,6.0
22-JUN-2014,17,,,,,12,3.0
23-JUN-2014,34,7.0,,,3.0,17,14.0
24-JUN-2014,50,3.0,,,3.0,20,26.0
25-JUN-2014,42,7.0,,,6.0,21,15.0
26-JUN-2014,40,7.0,,,5.0,17,18.0
27-JUN-2014,52,5.0,,,4.0,25,23.0
28-JUN-2014,39,,,,,25,11.0
29-JUN-2014,29,7.0,,,6.0,18,4.0
30-JUN-2014,53,12.0,,,7.0,23,22.0
